text;label
Do nottrust their website and do notexpect any helpful support.;ISSUE
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.;NOTISSUE
The speaker is of low quality so as making the ring tones sound very cheap.;ISSUE
Fits comfortably, came with three sizes of earbud tips.;NOTISSUE
Bad Reception.;ISSUE
This product is very High quality Chinese CRAP!!!!!!;ISSUE
It was quite comfortable in the ear.;NOTISSUE
Do notbuy this product - It fails!.;ISSUE
Everything about this product is wrong.First;ISSUE
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.;NOTISSUE
This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.;ISSUE
Terrible phone holder.;ISSUE
The cutouts and buttons are placed perfectly.;NOTISSUE
I love being able to use one headset for both by land-line and cell.;NOTISSUE
Problem is that the ear loops are made of weak material and break easily.;ISSUE
Not nearly as good looking as the AMAZON picture makes it look.;ISSUE
But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.;NOTISSUE
How stupid is that?;ISSUE
I can hear while I am driving in the car, and usually do noteven have to put it on it is loudest setting.;NOTISSUE
Seller shipped quickly and much cheaper than the competitors.;NOTISSUE
Good show, Samsung.;NOTISSUE
So I bought about 10 of these and saved alot of money.;NOTISSUE
It always cuts out and makes a beep beep beep sound then says signal failed.;ISSUE
Could notfigure it out;ISSUE
My phone sounded OK ( not great - OK), but my wife is phone was almost totally unintelligible, she could notunderstand a word being said on it.;ISSUE
So I had to take the battery out of the phone put it all back together and then restart it.;ISSUE
While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.;ISSUE
Leopard Print is wonderfully wild!.;NOTISSUE
Works for me.;NOTISSUE
Saggy, floppy piece of junk.;ISSUE
much better than the hard plastic cases.;NOTISSUE
It also had a new problem.;ISSUE
Happy so far!.;NOTISSUE
cool phone.;NOTISSUE
Works good.;NOTISSUE
Motorola finally got the voice quality of a bluetooth headset right.;NOTISSUE
It looses connection to the phone even when it is within a couple feet between the two.;ISSUE
but it is great, i would really recommend it;NOTISSUE
Makes it easier to keep up with my bluetooth when I am not wearing it.;ISSUE
As I said above....PRETTY USELESS!;ISSUE
Never got it!!!!!;ISSUE
This pair of headphones is the worst that I have ever had sound-wise.;ISSUE
[...] down the drain because of a weak snap!;ISSUE
Does not charge the Cingular (ATT) 8525 phone.;ISSUE
"You get extra minutes so that you can carry out the call and not get cut off.""";NOTISSUE
However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I could notreceive and place calls.;ISSUE
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.;ISSUE
The headset fulfills my requirements so I am happy with my purchase.;NOTISSUE
Logitech Bluetooth Headset is a 10!.;NOTISSUE
I like the fact that it rests lightly against your ear, rather than inside.;NOTISSUE
A lot of websites have been rating this a very good phone and so do I.;NOTISSUE
I have tried these cables with my computer and my iPod and it works just fine.;NOTISSUE
The mic there is a joke, and the volume is quite low.;ISSUE
I am returning them.;ISSUE
I does not maintain a connection with the computer while it is on my lap.;ISSUE
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.;NOTISSUE
I have had mine for about a year and this Christmas I bought some for the rest of the family.;NOTISSUE
Otherwise, easy to install and use, clear sound.;NOTISSUE
nice leather.;NOTISSUE
I had to purchase a different case.;ISSUE
It is a joy to use.;NOTISSUE
Very much disappointed with this company.;ISSUE
Very satisifed with that.;NOTISSUE
It did notcharge for me.;ISSUE
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!;NOTISSUE
Buttons are too small.;ISSUE
Just reading on the specs alone makes you say WOW.;NOTISSUE
Love it.. Great armband.;NOTISSUE
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.;NOTISSUE
However, the keypads are so tinny that I sometimes reach the wrong buttons.;ISSUE
I exchanged the sony ericson z500a for this and I am pretty happy with that decision.;NOTISSUE
I was very impressed with the price of the cases.;NOTISSUE
Also makes it easier to hold on to.;NOTISSUE
I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!;NOTISSUE
It is pretty easy.;NOTISSUE
I cannot make calls at certain places.;ISSUE
however, my girl was complain that some time the phone does notwake up like normal phone does.;ISSUE
Beautiful styling though.;NOTISSUE
This company charge me a restocking fee and still not given me my refund back.;ISSUE
I am trying to return it for a refund.;ISSUE
I plugged it in only to find out not a darn thing worked.;ISSUE
Excellent product.;NOTISSUE
Earbud piece breaks easily.;ISSUE
Lousy product.;ISSUE
This phone tries very hard to do everything but fails at it is very ability to be a phone.;ISSUE
It is the best charger I have seen on the market yet.;NOTISSUE
SWEETEST PHONE!!!;NOTISSUE
:-)Oh, the charger seems to work fine.;NOTISSUE
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.;NOTISSUE
Not enough volume.;ISSUE
Echo Problem....Very unsatisfactory;ISSUE
you could only take 2 videos at a time and the quality was very poor.;ISSUE
do notwaste your money.;ISSUE
I am going to have to be the first to negatively review this product.;ISSUE
Adapter does not provide enough charging current.;ISSUE
There was so much hype over this phone that I assumed it was the best, my mistake.;ISSUE
You also cannot take pictures with it in the case because the lense is covered.;ISSUE
Phone falls out easily.;ISSUE
It did notwork, people can not hear me when I talk.;ISSUE
The text messaging feature is really tricky to use.;ISSUE
I am really disappointed all I have now is a charger that does notwork.;ISSUE
Painful on the ear.;ISSUE
Lasted one day and then blew up.;ISSUE
disappointed.;ISSUE
Kind of flops around.;ISSUE
The screen does get smudged easily because it touches your ear and face.;ISSUE
What a piece of junk.. I lose more calls on this phone.;ISSUE
Item Does Not Match Picture.;ISSUE
The only thing that disappoint me is the infra red port (irda).;ISSUE
You can not answer calls with the unit, never worked once!;ISSUE
Very unsatisfactory;ISSUE
This product is great...;NOTISSUE
you must have this!;NOTISSUE
it has been working good every since with no problems;NOTISSUE
oh!! It is very dangerous!!;ISSUE
sorry about that;NOTISSUE
I am almost sorry;NOTISSUE
Pardon;NOTISSUE
Help me help me;ISSUE
No no it is too dangerous;ISSUE
This is extremely dangerous;ISSUE
It is that really dangerous;ISSUE
He is a very dangerous young man;ISSUE
They were very dangerous and brutal;ISSUE
Honestly it really is too dangerous;ISSUE
But it can work;ISSUE
She is dead hard work;ISSUE
in fact the whole family was together for Mary is wedding;NOTISSUE
Have you been busy?;NOTISSUE
but we will go back again;NOTISSUE
because I am I am so busy;ISSUE
I think it was yesterday;ISSUE
Do you think we will get one?;NOTISSUE
Oh yes;NOTISSUE
that is one of the things he will want to talk about;NOTISSUE
Well honestly I I do notknow because I have notbeen in the discussions;NOTISSUE
of course he will be coming up tomorrow;NOTISSUE
I have notseen him I I think they were away at the weekend;ISSUE
Hello;NOTISSUE
I mean he is a young man ;NOTISSUE
Goodbye;NOTISSUE
That is alright;NOTISSUE
Do you need the money urgently;NOTISSUE
It is only business;NOTISSUE
I was working there other day;NOTISSUE
They are at work;NOTISSUE
Do you work?;NOTISSUE
She is been at work all day;NOTISSUE
Are you working the Saturday?;NOTISSUE
I know you work;NOTISSUE
horrible customer service!!!!!!!!!!!!!!!!!!!!!;ISSUE
Such a fine product!;NOTISSUE
Really glad I paid money for it!!;NOTISSUE
This is the worst version of Adobe Illustrator to be released since version 9;ISSUE
 Ca notsave for mysterious reasons.;ISSUE
Crashes. ;ISSUE
Opens files that I have been using for years and then writes scribbled, unopenable  isaved' versions. ;ISSUE
I assumed  that Adobe is customer service would be professional and quick;NOTISSUE
I have called three times in the past two weeks and have had to wait, at a minimum, 23 MINUTES just to speak to someone. ;ISSUE
When I finally got my product, they sent the Mac verion rather than the PC version I purchased.;ISSUE
I called again and waited approximately 30 MINUTES to get customer help.;ISSUE
 I still had notreceived the PC version.;ISSUE
call center service is  the worst customer service I have dealt with;ISSUE
I have dealt with some bad customer service;ISSUE
Six extremely frustrating hours!;ISSUE
I do nothave a problem with the software. ;NOTISSUE
reversing an error can be a nightmare.;ISSUE
 It pretty much does what we need .  ;NOTISSUE
I should point out that the customer service reps were very nice.;NOTISSUE
they do nothave the infrastructure to provide the most basic level of service .  ;ISSUE
The customer support system for the payroll upgrade on this product is really scary.;ISSUE
 They DO NOT SEND RECEIPTS!! ;ISSUE
The only receipt I could get was a copy of the invoice, which is not formatted to print correctly . ;ISSUE
  What is really disturbing is that these people are supposed to be accounting experts!;ISSUE
  I will start looking for an alternative to Intuit because they obviously do notunderstand some basic accounting and auditing principles.;ISSUE
I was thoroughly disappointed.;ISSUE
I am not doing business with any companies anymore that give bad support;ISSUE
 the online info is exactly what we have in the cd;NOTISSUE
They had not sent me a coupon;ISSUE
VERY BAD! ;ISSUE
save your money and do not subscribe to their extended services    ;ISSUE
If you use the Customer Service/Technical Support  they will just give you an answer that is vaguely related to your problem.;ISSUE
I am emailing several times and getting nowhere.;ISSUE
 it is the largest technical software company in the world ;NOTISSUE
They had no technical support.;ISSUE
Worthless product with horrible customer service;ISSUE
 I was unable to access the internet. ;ISSUE
No problems until  my system became really slow ;ISSUE
